country,year,admin,breakdown,age,fh,ghist10,wfm,gini_,shugart
Dominican Republic,1983,Salvador Jorge Blanco ,0,5,11,.018234702,.00064311712,44.088669,16
Dominican Republic,1984,Salvador Jorge Blanco ,0,6,10,.014216467,0,43.689335,16
Dominican Republic,1985,Salvador Jorge Blanco ,0,7,10,.0071171271,0,43.290001,16
Dominican Republic,1986,Joaquín Antonio Balaguer Ricardo  ,0,8,10,.0077702585,.00028900549,44.931999,16
Dominican Republic,1987,Joaquín Antonio Balaguer Ricardo  ,0,9,10,.014783332,.0015852215,46.574001,16
Dominican Republic,1988,Joaquín Antonio Balaguer Ricardo  ,0,10,10,.015061133,.001209591,48.216,16
Dominican Republic,1989,Joaquín Antonio Balaguer Ricardo  ,0,11,10,.01520077,0,49.858002,16
Dominican Republic,1990,Joaquín Antonio Balaguer Ricardo  ,0,12,9,.0023379426,0,51.5,16
Dominican Republic,1991,Joaquín Antonio Balaguer Ricardo  ,0,13,9,-.00063973904,0,51.516666,16
Dominican Republic,1992,Joaquín Antonio Balaguer Ricardo  ,0,14,9,.0082976837,.00056992006,51.533333,16
Dominican Republic,1993,Joaquín Antonio Balaguer Ricardo  ,0,15,8,.011167921,.00079846208,51.549999,16
Dominican Republic,1994,Joaquín Antonio Balaguer Ricardo  ,0,16,7,.01254093,.00066084875,51.566666,16
Dominican Republic,1995,Joaquín Antonio Balaguer Ricardo  ,0,17,7,.02037989,.0010858719,51.583332,16
Dominican Republic,1996,Leonel Antonio Fernández Reyna    ,0,18,8,.02434033,.00045631954,51.599998,16
Dominican Republic,1997,Leonel Antonio Fernández Reyna    ,0,19,8,.02273231,.00049237284,49,16
Dominican Republic,1998,Leonel Antonio Fernández Reyna    ,0,20,9,.027959758,0,50.200001,16
Dominican Republic,1999,Leonel Antonio Fernández Reyna    ,0,21,9,.030703729,0,47.5,16
Dominican Republic,2000,Rafael Hipólito Mejía Domínguez,0,22,10,.042054839,0,48.375999,16
Dominican Republic,2001,Rafael Hipólito Mejía Domínguez,0,23,10,.043344658,.047709938,49.251999,16
Dominican Republic,2002,Rafael Hipólito Mejía Domínguez,0,24,10,.039164469,,50.128002,16
Dominican Republic,2003,Rafael Hipólito Mejía Domínguez,0,25,9,.032240201,,51.004002,16
Dominican Republic,2004,Leonel Antonio Fernández Reyna    ,0,26,10,.03164937,,51.880001,16
Dominican Republic,2005,Leonel Antonio Fernández Reyna    ,0,27,10,.035719901,,51.639999,16
Dominican Republic,2006,Leonel Antonio Fernández Reyna    ,0,28,10,.039525852,,,
Dominican Republic,2007,Leonel Antonio Fernández Reyna    ,0,29,10,.040271685,,,
Dominican Republic,2008,Leonel Antonio Fernández Reyna    ,0,30,10,.038800672,,,
Dominican Republic,2009,Leonel Antonio Fernández Reyna    ,0,31,10,.035845216,,,
Dominican Republic,2010,Leonel Antonio Fernández Reyna    ,0,32,10,.035404686,,,
Ecuador,1900,José Eloy Alfaro Delgado         ,,,,.034590799,,,
Ecuador,1901,Leonidas Plaza Gutiérrez         ,,,,.036181737,,,
Ecuador,1902,Leonidas Plaza Gutiérrez         ,,,,.035649851,,,
Ecuador,1903,Leonidas Plaza Gutiérrez         ,,,,.03387665,,,
Ecuador,1904,Leonidas Plaza Gutiérrez         ,,,,.033965133,,,
Ecuador,1905,Lizardo García Sorroza           ,,,,.034590799,,,
Ecuador,1906,José Eloy Alfaro Delgado         ,,,,.035154168,,,
Ecuador,1907,José Eloy Alfaro Delgado         ,,,,.035474956,,,
Ecuador,1908,José Eloy Alfaro Delgado         ,,,,.035761185,,,
Ecuador,1909,José Eloy Alfaro Delgado         ,,,,.036795195,,,
Ecuador,1910,José Eloy Alfaro Delgado         ,,,,.038211249,,,
Ecuador,1911,Carlos Freile Zaldumbide         ,,,,.039026611,,,
Ecuador,1912,Leonidas Plaza Gutiérrez         ,,,,.039621815,,,
Ecuador,1913,Leonidas Plaza Gutiérrez         ,,,,.041035481,,,
Ecuador,1914,Leonidas Plaza Gutiérrez         ,,,,.041232023,,,
Ecuador,1915,Leonidas Plaza Gutiérrez         ,,,,.040906589,,,
Ecuador,1916,Alfredo Baquerizo Moreno         ,,,,.039827805,,,
Ecuador,1917,Alfredo Baquerizo Moreno         ,,,,.038328253,,,
Ecuador,1918,Alfredo Baquerizo Moreno         ,,,,.037463844,,,
Ecuador,1919,Alfredo Baquerizo Moreno         ,,,,.036382373,,,
Ecuador,1920,José Luis Tamayo Terán           ,,,,.034307729,,,
Ecuador,1921,José Luis Tamayo Terán           ,,,,.030478638,,,
Ecuador,1922,José Luis Tamayo Terán           ,,,,.028049018,,,
Ecuador,1923,José Luis Tamayo Terán           ,,,,.025553839,,,
Ecuador,1924,Gonzalo Segundo Córdova y Rivera ,,,,.022919435,,,
Ecuador,1925,Luis Napoleón Dillon Cabezas (Junta),,,,.017883955,,,
Ecuador,1926,Isidro Ayora Cueva                ,,,,.015719883,,,
Ecuador,1927,Isidro Ayora Cueva                ,,,,.010717662,,,
Ecuador,1928,Isidro Ayora Cueva                ,,,,.0097786188,,,
Ecuador,1929,Isidro Ayora Cueva                ,,,,.0074454788,,,
Ecuador,1930,Isidro Ayora Cueva                ,,,,.0036279322,,,
Ecuador,1931,Alfredo Baquerizo Moreno          ,,,,-.00041647229,,,
Ecuador,1932,Juan de Dios Martínez Mera        ,,,,-.0047569023,,,
Ecuador,1933,Abelardo Montalvo,,,,-.0070901196,,,
Ecuador,1934,José María Velasco Ibarra         ,,,,.0052822614,,,
Ecuador,1935,Federico Páez Chiriboga,1,,,.0065846001,,,
Ecuador,1936,Federico Páez Chiriboga,,,,-.00066826667,,,
Ecuador,1937,Gil Alberto Enríquez Gallo        ,,,,-.00088317087,,,
Ecuador,1938,Aurelio Mosquera Narváez          ,,,,.0016643273,,,
Ecuador,1939,Andrés Fernández de Córdova Nieto ,,,,.0042445436,,,
Ecuador,1940,Carlos Alberto Arroyo del Río     ,,,,.0059600133,,,
Ecuador,1941,Carlos Alberto Arroyo del Río     ,,,,.0076510729,,,
Ecuador,1942,Carlos Alberto Arroyo del Río     ,,,,.010714496,,,
Ecuador,1943,Carlos Alberto Arroyo del Río     ,,,,.012998031,,,
Ecuador,1944,José María Velasco Ibarra         ,,,,.00922204,,,
Ecuador,1945,José María Velasco Ibarra         ,0,1,,.0051755952,,,8
Ecuador,1946,José María Velasco Ibarra         ,1,2,,.019578084,,,13
Ecuador,1947,Carlos Julio Arosemena Tola       ,,3,,.040993072,,,13
Ecuador,1948,Galo Plaza Lasso                  ,,4,,.047045369,,,13
Ecuador,1949,Galo Plaza Lasso                  ,0,1,,.017073017,,,13
Ecuador,1950,Galo Plaza Lasso                  ,0,2,,.031687975,,,13
Ecuador,1951,Galo Plaza Lasso                  ,0,3,,.021250919,,,13
Ecuador,1952,José María Velasco Ibarra         ,0,4,,.021082962,,,13
Ecuador,1953,José María Velasco Ibarra         ,0,5,,.017799959,,,13
Ecuador,1954,José María Velasco Ibarra         ,0,6,,.017557358,,,13
Ecuador,1955,José María Velasco Ibarra         ,0,7,,.015557693,,,13
Ecuador,1956,Camilo Ponce Enríquez             ,0,8,,.014728602,,,13
Ecuador,1957,Camilo Ponce Enríquez             ,0,9,,.01394303,,,13
Ecuador,1958,Camilo Ponce Enríquez             ,0,10,,.0063240314,,,13
Ecuador,1959,Camilo Ponce Enríquez             ,0,11,,.012061167,,,13
Ecuador,1960,José María Velasco Ibarra         ,0,12,,.0079015745,,,13
Ecuador,1961,Carlos Julio Arosemena Monroy     ,0,13,,.0075443075,,,13
Ecuador,1962,Carlos Julio Arosemena Monroy     ,0,14,,.0070350044,.00043813969,,13
Ecuador,1963,Ramón Castro Jijón                ,1,15,,.0077397777,.00052855845,,13
Ecuador,1964,Ramón Castro Jijón                ,,1,,.027464582,.00099875429,,13
Ecuador,1965,Ramón Castro Jijón                ,,2,,.018776877,.0026275446,,13
Ecuador,1966,Otto Arosemena Gómez,,3,,.0065114717,,67.830002,13
Ecuador,1967,Otto Arosemena Gómez,,1,,.0040878113,,66.764,13
Ecuador,1968,José María Velasco Ibarra         ,,2,,.00045597009,.0011622855,65.697998,13
Ecuador,1969,José María Velasco Ibarra         ,0,1,,.0083833616,.0010153765,64.632004,13
Ecuador,1970,José María Velasco Ibarra         ,1,2,,.020496301,.0010892444,63.566002,13
Ecuador,1971,José María Velasco Ibarra         ,,3,,.023799358,.0017959202,62.5,13
Ecuador,1972,Guillermo A. Rodríguez Lara       ,,4,4,.022191642,.031812672,62.150002,13
Ecuador,1973,Guillermo A. Rodríguez Lara       ,,1,3,.071989328,.11629408,61.799999,13
Ecuador,1974,Guillermo A. Rodríguez Lara       ,,2,3,.065515123,.20539182,61.450001,13
Ecuador,1975,Guillermo A. Rodríguez Lara       ,,3,3,.062236186,.12734509,61.099998,13
Ecuador,1976,Alfredo Ernesto Poveda Burbano    ,,4,4,.058954276,.13340829,60.75,13
Ecuador,1977,Alfredo Ernesto Poveda Burbano    ,,5,4,.048172433,.11518915,60.400002,13
Ecuador,1978,Alfredo Ernesto Poveda Burbano    ,,6,5,.046735723,.095728695,60.049999,17
Ecuador,1979,Jaime Roldós Aguilera             ,,7,10,.04375352,.12712474,59.700001,17
Ecuador,1980,Jaime Roldós Aguilera             ,0,1,10,.01930997,.13892373,59.349998,17
Ecuador,1981,Osvaldo Hurtado Larrea            ,0,2,10,.014735786,.11640303,59,17
Ecuador,1982,Osvaldo Hurtado Larrea            ,0,3,10,.0029726035,.11605912,58.650002,17
Ecuador,1983,Osvaldo Hurtado Larrea            ,0,4,10,-.007828855,.15041246,58.299999,17
Ecuador,1984,León Esteban Febres Cordero Ribadeneyra       ,0,5,10,-.0046270522,.16611342,57.950001,18
Ecuador,1985,León Esteban Febres Cordero Ribadeneyra       ,0,6,9,-.0035569028,.17963338,57.600002,18
Ecuador,1986,León Esteban Febres Cordero Ribadeneyra       ,0,7,9,-.0012862533,.090550646,57.25,18
Ecuador,1987,León Esteban Febres Cordero Ribadeneyra       ,0,8,9,-.0061968039,.07895647,56.900002,18
Ecuador,1988,Rodrigo Borja Cevallos            ,0,9,10,.0001864685,.10077641,56.549999,18
Ecuador,1989,Rodrigo Borja Cevallos            ,0,10,10,-.0034901281,.12719858,56.200001,18
Ecuador,1990,Rodrigo Borja Cevallos            ,0,11,10,-.0047321999,.15377179,57.100002,18
Ecuador,1991,Rodrigo Borja Cevallos            ,0,12,9,-.0024456973,.1135617,58,18
Ecuador,1992,Sixto Alfonso Durán-Ballén Cordovez         ,0,13,9,.00009640013,.12069822,58.900002,18
Ecuador,1993,Sixto Alfonso Durán-Ballén Cordovez         ,0,14,9,.0034042289,.098225258,59.799999,18
Ecuador,1994,Sixto Alfonso Durán-Ballén Cordovez         ,0,15,9,.0049016322,.088081054,60.700001,18
Ecuador,1995,Sixto Alfonso Durán-Ballén Cordovez         ,0,16,9,.0044895015,.08577279,61.599998,18
Ecuador,1996,Abdalá Jaime Bucaram Ortiz ,0,17,8,.0036704023,.094933659,62.5,18
Ecuador,1997,Fabián Ernesto Alarcón Rivera     ,0,18,8,.010607282,.072222576,55.599998,18
Ecuador,1998,Jorge Jamil Mahuad Witt           ,0,19,9,.0054294411,.041741583,55.700001,22
Ecuador,1999,Jorge Jamil Mahuad Witt           ,0,20,9,-.00080291025,.080653161,55.799999,22
Ecuador,2000,Gustavo Noboa Bejarano   ,0,21,8,.00028887522,.14853722,55.900002,22
Ecuador,2001,Gustavo Noboa Bejarano   ,0,22,8,.0014327911,.10908888,56,22
Ecuador,2002,Gustavo Noboa Bejarano   ,0,23,8,.0050958581,.10275213,,22
Ecuador,2003,Lucio Edwin Gutiérrez Borbúa      ,0,24,8,.0092547117,.10637125,,22
Ecuador,2004,Lucio Edwin Gutiérrez Borbúa      ,0,25,8,.013400462,.13968123,,22
Ecuador,2005,Luis Alfredo Palacio González,0,26,8,.01836767,.17143364,,22
Ecuador,2006,Luis Alfredo Palacio González,0,27,8,.022455223,,,
Ecuador,2007,Rafael Vicente Correa Delgado,0,28,8,.02104279,,,
Ecuador,2008,Rafael Vicente Correa Delgado,0,29,8,.026588185,,,
Ecuador,2009,Rafael Vicente Correa Delgado,0,30,8,.033513095,,,
Ecuador,2010,Rafael Vicente Correa Delgado,0,31,8,.035654664,,,
Guatemala,1900,Manuel José Estrada Cabrera       ,,,,.072230957,,,
Guatemala,1901,Manuel José Estrada Cabrera       ,,,,.068504609,,,
Guatemala,1902,Manuel José Estrada Cabrera       ,,,,.056944348,,,
Guatemala,1903,Manuel José Estrada Cabrera       ,,,,.060472701,,,
Guatemala,1904,Manuel José Estrada Cabrera       ,,,,.070081331,,,
Guatemala,1905,Manuel José Estrada Cabrera       ,,,,.070988841,,,
Guatemala,1906,Manuel José Estrada Cabrera       ,,,,.065842934,,,
Guatemala,1907,Manuel José Estrada Cabrera       ,,,,.062365692,,,
Guatemala,1908,Manuel José Estrada Cabrera       ,,,,.058818005,,,
Guatemala,1909,Manuel José Estrada Cabrera       ,,,,.057154737,,,
Guatemala,1910,Manuel José Estrada Cabrera       ,,,,.060603604,,,
Guatemala,1911,Manuel José Estrada Cabrera       ,,,,.062845021,,,
Guatemala,1912,Manuel José Estrada Cabrera       ,,,,.065847963,,,
Guatemala,1913,Manuel José Estrada Cabrera       ,,,,.064328291,,,
Guatemala,1914,Manuel José Estrada Cabrera       ,,,,.054074351,,,
Guatemala,1915,Manuel José Estrada Cabrera       ,,,,.051970057,,,
Guatemala,1916,Manuel José Estrada Cabrera       ,,,,.057227116,,,
Guatemala,1917,Manuel José Estrada Cabrera       ,,,,.055888571,,,
Guatemala,1918,Manuel José Estrada Cabrera       ,,,,.06083405,,,
Guatemala,1919,Manuel José Estrada Cabrera       ,,,,.072482891,,,
Guatemala,1920,Carlos Herrera y Luna             ,,,,.071111113,,,
Guatemala,1921,José María Orellana Pinto         ,,,,.068941936,,,
Guatemala,1922,José María Orellana Pinto         ,,,,.064328663,,,
Guatemala,1923,José María Orellana Pinto         ,,,,.060139287,,,
Guatemala,1924,José María Orellana Pinto         ,,,,.062293164,,,
Guatemala,1925,José María Orellana Pinto         ,,,,.056803644,,,
Guatemala,1926,Lázaro Chacón González            ,,,,-.0038001179,,,
Guatemala,1927,Lázaro Chacón González            ,0,,,.0020384497,,,
Guatemala,1928,Lázaro Chacón González            ,0,,,-.00058675179,,,
Guatemala,1929,Lázaro Chacón González            ,0,,,.0082644289,,,
Guatemala,1930,Manuel Orellana (Junta),0,,,.0078924084,,,
Guatemala,1931,Jorge Ubico y Castañeda ,1,,,-.073509499,,,
Guatemala,1932,Jorge Ubico y Castañeda ,,,,-.079492971,,,
Guatemala,1933,Jorge Ubico y Castañeda ,,,,-.058398083,,,
Guatemala,1934,Jorge Ubico y Castañeda ,,,,-.024588063,,,
Guatemala,1935,Jorge Ubico y Castañeda ,,,,.0067300512,,,
Guatemala,1936,Jorge Ubico y Castañeda ,,,,.0297917,,,
Guatemala,1937,Jorge Ubico y Castañeda ,,,,.019423105,,,
Guatemala,1938,Jorge Ubico y Castañeda ,,,,.017996812,,,
Guatemala,1939,Jorge Ubico y Castañeda ,,,,.024474852,,,
Guatemala,1940,Jorge Ubico y Castañeda ,,,,.030391233,,,
Guatemala,1941,Jorge Ubico y Castañeda ,,,,.040745314,,,
Guatemala,1942,Jorge Ubico y Castañeda ,,,,.048379559,,,
Guatemala,1943,Jorge Ubico y Castañeda ,,,,.036507465,,,
Guatemala,1944,Francisco Javier Arana Castro  (Junta),,,,.023702301,,,
Guatemala,1945,Juan José Arévalo Bermejo,,14,,.0048297783,,,16
Guatemala,1946,Juan José Arévalo Bermejo,0,15,,.0028985851,,,16
Guatemala,1947,Juan José Arévalo Bermejo,0,16,,.013070988,,,16
Guatemala,1948,Juan José Arévalo Bermejo,0,17,,.01174749,,,16
Guatemala,1949,Juan José Arévalo Bermejo,0,18,,.00084511016,,,16
Guatemala,1950,Juan José Arévalo Bermejo,0,19,,-.0098759262,,,16
Guatemala,1951,Jacobo Arbenz Guzmán              ,0,20,,-.013849366,,,16
Guatemala,1952,Jacobo Arbenz Guzmán              ,0,21,,-.013101804,,,16
Guatemala,1953,Jacobo Arbenz Guzmán              ,0,22,,-8.7327908e-06,,,16
Guatemala,1954,Carlos Castillo Armas             ,1,23,,.0042128102,,,16
Guatemala,1955,Carlos Castillo Armas             ,,1,,-.0016894193,,,16
Guatemala,1956,Carlos Castillo Armas             ,,2,,.0050644879,,,16
Guatemala,1957,Guillermo Flores Avendaño,,3,,.0098984046,,,16
Guatemala,1958,José Miguel Ramón Ydígoras Fuentes,,4,,.012365096,,,16
Guatemala,1959,José Miguel Ramón Ydígoras Fuentes,,5,,.012833063,,,16
Guatemala,1960,José Miguel Ramón Ydígoras Fuentes,,6,,.011047779,,,16
Guatemala,1961,José Miguel Ramón Ydígoras Fuentes,,7,,.011581929,,,16
Guatemala,1962,José Miguel Ramón Ydígoras Fuentes,,8,,.011168076,,,16
Guatemala,1963,Alfredo Enrique Peralta Azurdia   ,,9,,.016679119,,,16
Guatemala,1964,Alfredo Enrique Peralta Azurdia   ,,10,,.019429104,,,16
Guatemala,1965,Alfredo Enrique Peralta Azurdia   ,,11,,.020456221,,,16
Guatemala,1966,Julio César Méndez Montenegro     ,,12,,.021314556,,,16
Guatemala,1967,Julio César Méndez Montenegro     ,,13,,.020233357,,29.959999,16
Guatemala,1968,Julio César Méndez Montenegro     ,,14,,.02389616,,31.48,16
Guatemala,1969,Julio César Méndez Montenegro     ,,15,,.024326844,,33,16
Guatemala,1970,Carlos Manuel Arana Osorio        ,,16,,.027165955,,34.52,16
Guatemala,1971,Carlos Manuel Arana Osorio        ,,17,,.028360261,,36.040001,16
Guatemala,1972,Carlos Manuel Arana Osorio        ,,18,9,.031989105,.00046473919,37.560001,16
Guatemala,1973,Carlos Manuel Arana Osorio        ,,19,10,.029258331,.00046999849,39.080002,16
Guatemala,1974,Kjell Eugenio Laugerud García     ,,20,7,.030964006,.0014767295,40.599998,16
Guatemala,1975,Kjell Eugenio Laugerud García     ,,21,7,.028699001,.0013210529,42.119999,16
Guatemala,1976,Kjell Eugenio Laugerud García     ,,22,7,.030692324,.0012185028,43.639999,16
Guatemala,1977,Kjell Eugenio Laugerud García     ,,23,7,.0345264,.0010832614,45.16,16
Guatemala,1978,Fernando Romeo Lucas García       ,,24,7,.031128721,.001734754,46.68,16
Guatemala,1979,Fernando Romeo Lucas García       ,,25,5,.031392179,.003637464,48.200001,16
Guatemala,1980,Fernando Romeo Lucas García       ,,26,2,.029774958,.010986429,49.720001,16
Guatemala,1981,Fernando Romeo Lucas García       ,,27,2,.025233835,.0032764091,50.787502,16
Guatemala,1982,José Efraín Ríos Montt            ,,28,2,.014911243,.0045713144,51.855,16
Guatemala,1983,Óscar Humberto Mejía Victores     ,,29,2,.006042806,.0088318,52.922501,16
Guatemala,1984,Óscar Humberto Mejía Victores     ,,30,3,.00053941098,.0035217465,53.990002,16
Guatemala,1985,Óscar Humberto Mejía Victores     ,,31,6,-.0017626578,.0022096306,55.057499,13
Guatemala,1986,Marco Vinicio Cerezo Arévalo      ,,32,8,-.0086640986,.0033883224,56.125,13
Guatemala,1987,Marco Vinicio Cerezo Arévalo      ,0,1,8,-.0051113185,.0025091863,57.192497,13
Guatemala,1988,Marco Vinicio Cerezo Arévalo      ,0,2,8,.001712262,.0017678875,58.259998,13
Guatemala,1989,Marco Vinicio Cerezo Arévalo      ,0,3,8,.0052567674,.0024829502,58.66,13
Guatemala,1990,Marco Vinicio Cerezo Arévalo      ,0,4,7,.0057213237,.003414992,59.060001,13
Guatemala,1991,Jorge Antonio Serrano Elías       ,0,5,6,.0069083362,.0031206086,58.49778,13
Guatemala,1992,Jorge Antonio Serrano Elías       ,0,6,5,.0093854964,.0030456553,57.935558,13
Guatemala,1993,Ramiro de León Carpio             ,0,7,5,.010126703,.0029622498,57.373333,13
Guatemala,1994,Ramiro de León Carpio             ,0,8,5,.010829942,.002784048,56.811111,13
Guatemala,1995,Ramiro de León Carpio             ,0,9,5,.012303011,.0038909786,56.24889,13
Guatemala,1996,Álvaro Enrique Arzú Irigoyen      ,0,10,7,.015125818,.0050376821,55.686668,13
Guatemala,1997,Álvaro Enrique Arzú Irigoyen      ,0,11,7,.01597072,.0067254957,55.124447,13
Guatemala,1998,Álvaro Enrique Arzú Irigoyen      ,0,12,7,.01705526,.0041940962,54.562222,13
Guatemala,1999,Álvaro Enrique Arzú Irigoyen      ,0,13,7,.016931046,.005388537,54,13
Guatemala,2000,Alfonso Antonio Portillo Cabrera  ,0,14,7,.017354999,.010966124,56.900002,13
Guatemala,2001,Alfonso Antonio Portillo Cabrera  ,0,15,7,.015953515,.0078954967,59.799999,13
Guatemala,2002,Alfonso Antonio Portillo Cabrera  ,0,16,6,.014865949,.018207757,57.150002,13
Guatemala,2003,Alfonso Antonio Portillo Cabrera  ,0,17,6,.013341466,.016310185,54.5,13
Guatemala,2004,Óscar José Rafael Berger Perdomo  ,0,18,6,.012301929,.016425239,52.400002,13
Guatemala,2005,Óscar José Rafael Berger Perdomo  ,0,19,6,.010464655,.010968563,49.400002,13
Guatemala,2006,Óscar José Rafael Berger Perdomo  ,0,20,7,.012635306,,,
Guatemala,2007,Óscar José Rafael Berger Perdomo  ,0,21,7,.01430098,,,
Guatemala,2008,Álvaro Colom Caballeros,0,22,7,.013182622,,,
Guatemala,2009,Álvaro Colom Caballeros,0,23,6,.009667621,,,
Guatemala,2010,Álvaro Colom Caballeros,0,24,6,.009428571,,,
Honduras,1900,Terencio Esteban Sierra Romero,,,,.0760777,,,
Honduras,1901,Terencio Esteban Sierra Romero,,,,.07487531,,,
Honduras,1902,Terencio Esteban Sierra Romero,,,,.051169686,,,
Honduras,1903,Manuel Bonilla Chirinos,,,,.065318018,,,
Honduras,1904,Manuel Bonilla Chirinos,,,,.077441551,,,
Honduras,1905,Manuel Bonilla Chirinos,,,,.075676903,,,
Honduras,1906,Manuel Bonilla Chirinos,,,,.074016467,,,
Honduras,1907,Miguel Rafael Dávila Cuéllar,,,,.075429909,,,
Honduras,1908,Miguel Rafael Dávila Cuéllar,,,,.074073546,,,
Honduras,1909,Miguel Rafael Dávila Cuéllar,,,,.070631072,,,
Honduras,1910,Miguel Rafael Dávila Cuéllar,,,,.071190424,,,
Honduras,1911,Francisco Bertrand Barahona,,,,.073445164,,,
Honduras,1912,Manuel Bonilla Chirinos,,,,.080815628,,,
Honduras,1913,Francisco Bertrand Barahona,,,,.082509883,,,
Honduras,1914,Francisco Bertrand Barahona,,,,.080964208,,,
Honduras,1915,Alberto de Jesús Membreño Márquez,,,,.07631842,,,
Honduras,1916,Francisco Bertrand Barahona,,,,.072989188,,,
Honduras,1917,Francisco Bertrand Barahona,,,,.069473535,,,
Honduras,1918,Francisco Bertrand Barahona,,,,.069978684,,,
Honduras,1919,Francisco Bográn Baraona,,,,.07961487,,,
Honduras,1920,Rafael López Gutiérrez,,,,.085556626,,,
Honduras,1921,Rafael López Gutiérrez,,,,.074246675,,,
Honduras,1922,Rafael López Gutiérrez,,,,.066020213,,,
Honduras,1923,Rafael López Gutiérrez,,,,.050681833,,,
Honduras,1924,Vicente Tosta Carrasco,,,,.040706642,,,
Honduras,1925,Miguel Paz Barahona,,,,.040364511,,,
Honduras,1926,Miguel Paz Barahona,,,,.034839466,,,
Honduras,1927,Miguel Paz Barahona,,,,.03518476,,,
Honduras,1928,Miguel Paz Barahona,,,,.033480201,,,
Honduras,1929,Vicente Mejía Colindres,,,,-.031664755,,,
Honduras,1930,Vicente Mejía Colindres,0,,,-.013896951,,,
Honduras,1931,Vicente Mejía Colindres,0,,,-.0091771893,,,
Honduras,1932,Vicente Mejía Colindres,0,,,-.023724755,,,
Honduras,1933,Tiburcio Carías Andino,0,,,-.034969583,,,
Honduras,1934,Tiburcio Carías Andino,0,,,-.035956468,,,
Honduras,1935,Tiburcio Carías Andino,1,,,-.035106916,,,
Honduras,1936,Tiburcio Carías Andino,,,,-.018429805,,,
Honduras,1937,Tiburcio Carías Andino,,,,-.014926964,,,
Honduras,1938,Tiburcio Carías Andino,,,,-.012334456,,,
Honduras,1939,Tiburcio Carías Andino,,,,-.0081994897,,,
Honduras,1940,Tiburcio Carías Andino,,,,-.0051895236,,,
Honduras,1941,Tiburcio Carías Andino,,,,-.0072768452,,,
Honduras,1942,Tiburcio Carías Andino,,,,-.012001305,,,
Honduras,1943,Tiburcio Carías Andino,,,,-.011503051,,,
Honduras,1944,Tiburcio Carías Andino,,,,-.0043526869,,,
Honduras,1945,Tiburcio Carías Andino,,12,,.0076163583,,,16
Honduras,1946,Tiburcio Carías Andino,,13,,.012878774,,,16
Honduras,1947,Tiburcio Carías Andino,,14,,.016665915,,,16
Honduras,1948,Tiburcio Carías Andino,,15,,.017006166,,,16
Honduras,1949,Juan Manuel Gálvez Durón,,16,,.015702045,,,16
Honduras,1950,Juan Manuel Gálvez Durón,,17,,.014775772,,,16
Honduras,1951,Juan Manuel Gálvez Durón,,18,,.016792636,,,16
Honduras,1952,Juan Manuel Gálvez Durón,,19,,.022801168,,,16
Honduras,1953,Juan Manuel Gálvez Durón,,20,,.021345174,,,16
Honduras,1954,Julio Lozano Díaz,,21,,.013590402,,,16
Honduras,1955,Julio Lozano Díaz,,22,,.0048549986,,,16
Honduras,1956,Military Council of Government (Caraccioli Moncada),,23,,.0026788709,,,16
Honduras,1957,José Ramón Adolfo Villeda Morales,,24,,.00070025068,,,16
Honduras,1958,José Ramón Adolfo Villeda Morales,0,1,,.0098158978,,,16
Honduras,1959,José Ramón Adolfo Villeda Morales,0,2,,.0079851151,,,16
Honduras,1960,José Ramón Adolfo Villeda Morales,0,3,,.0060301688,,,16
Honduras,1961,José Ramón Adolfo Villeda Morales,0,4,,.0019723859,,,16
Honduras,1962,José Ramón Adolfo Villeda Morales,0,5,,.0054789768,,,16
Honduras,1963,Oswaldo Enrique López Arellano,1,6,,.0050011119,.016062906,,16
Honduras,1964,Oswaldo Enrique López Arellano,,1,,.011629507,,,16
Honduras,1965,Oswaldo Enrique López Arellano,,2,,.027096935,,,16
Honduras,1966,Oswaldo Enrique López Arellano,,3,,.026413079,,,16
Honduras,1967,Oswaldo Enrique López Arellano,,4,,.027466903,.013785088,,16
Honduras,1968,Oswaldo Enrique López Arellano,,5,,.029308362,.022443091,,16
Honduras,1969,Oswaldo Enrique López Arellano,,6,,.022343876,.021689992,61.880001,16
Honduras,1970,Oswaldo Enrique López Arellano,,7,,.020658633,.023936452,61.494446,16
Honduras,1971,Ramón Ernesto Cruz Uclés,,8,,.019667741,.017796513,61.108891,16
Honduras,1972,Oswaldo Enrique López Arellano,1,9,4,.020536223,.019179419,60.723335,16
Honduras,1973,Oswaldo Enrique López Arellano,,1,5,.038261149,.028873056,60.337776,16
Honduras,1974,Oswaldo Enrique López Arellano,,2,5,.011877523,.043453477,59.952225,16
Honduras,1975,Juan Alberto Melgar Castro,,3,5,.006670923,.037622314,59.566666,16
Honduras,1976,Juan Alberto Melgar Castro,,4,5,.019644208,.025946245,59.18111,16
Honduras,1977,Juan Alberto Melgar Castro,,5,5,.028000796,.021460652,58.795555,16
Honduras,1978,Policarpo Juan Paz García,,6,5,.033397883,.0168419,58.41,16
Honduras,1979,Policarpo Juan Paz García,,7,5,.030976899,.020712251,58.024445,16
Honduras,1980,Policarpo Juan Paz García,,8,7,.024815967,.023017237,57.638889,16
Honduras,1981,Policarpo Juan Paz García,,9,7,.021725357,.015446062,57.253334,16
Honduras,1982,Roberto Suazo Córdova,,10,8,.01450533,.0099047413,56.867779,16
Honduras,1983,Roberto Suazo Córdova,0,1,8,-.041458204,.017392639,56.48222,16
Honduras,1984,Roberto Suazo Córdova,0,2,9,-.023558125,.014982086,56.096664,16
