country,year,admin,breakdown,age,fh,ghist10,wfm,gini_,shugart
Colombia,1995,Ernesto Samper Pizano             ,0,21,6,.025242332,.035529736,55.279999,16
Colombia,1996,Ernesto Samper Pizano             ,0,22,6,.02184068,.041569233,56.599998,16
Colombia,1997,Ernesto Samper Pizano             ,0,23,6,.020237543,.036645602,53.700001,16
Colombia,1998,Andrés Pastrana Arango            ,0,24,7,.017102465,.033799168,63.700001,16
Colombia,1999,Andrés Pastrana Arango            ,0,25,6,.0099013066,.051499519,55.700001,16
Colombia,2000,Andrés Pastrana Arango            ,0,26,6,.0071349149,.065738708,56.5,16
Colombia,2001,Andrés Pastrana Arango            ,0,27,6,.0073298262,.055330396,57.400002,16
Colombia,2002,Álvaro Uribe Vélez                ,0,28,6,.0050947084,.055277005,,16
Colombia,2003,Álvaro Uribe Vélez                ,0,29,6,.0075958339,.064402759,,16
Colombia,2004,Álvaro Uribe Vélez                ,0,30,6,.00674034,.070607938,,16
Colombia,2005,Álvaro Uribe Vélez                ,0,31,8,.0075461636,.084246986,,16
Colombia,2006,Álvaro Uribe Vélez                ,0,32,8,.012645185,,,
Colombia,2007,Álvaro Uribe Vélez                ,0,33,8,.01698835,,,
Colombia,2008,Álvaro Uribe Vélez                ,0,34,7,.01910466,,,
Colombia,2009,Álvaro Uribe Vélez                ,0,35,7,.02401999,,,
Colombia,2010,Juan Manuel Santos Calderón,0,36,7,.025342153,,,
Costa Rica,1900,Rafael Anselmo José Iglesias Castro       ,,,,.068789385,,,
Costa Rica,1901,Rafael Anselmo José Iglesias Castro       ,,,,.07005766,,,
Costa Rica,1902,Ascensión Esquivel Ibarra         ,,,,.082767971,,,
Costa Rica,1903,Ascensión Esquivel Ibarra         ,0,,,.069702558,,,
Costa Rica,1904,Ascensión Esquivel Ibarra         ,0,,,.066615447,,,
Costa Rica,1905,Ascensión Esquivel Ibarra         ,0,,,.068789385,,,
Costa Rica,1906,Cleto de Jesús González Víquez    ,1,,,.081472151,,,
Costa Rica,1907,Cleto de Jesús González Víquez    ,,,,.071293585,,,
Costa Rica,1908,Cleto de Jesús González Víquez    ,,,,.051427592,,,
Costa Rica,1909,Cleto de Jesús González Víquez    ,,,,.057796761,,,
Costa Rica,1910,Romualdo Ricardo de Jesús Jiménez Oreamuno ,,,,.079255395,,,
Costa Rica,1911,Romualdo Ricardo de Jesús Jiménez Oreamuno ,0,,,.06795828,,,
Costa Rica,1912,Romualdo Ricardo de Jesús Jiménez Oreamuno ,0,,,.05999852,,,
Costa Rica,1913,Romualdo Ricardo de Jesús Jiménez Oreamuno ,0,,,.053636327,,,
Costa Rica,1914,Alfredo González Flores ,0,,,.052407805,,,
Costa Rica,1915,Alfredo González Flores ,0,,,.048803478,,,
Costa Rica,1916,Alfredo González Flores ,0,,,.052432679,,,
Costa Rica,1917,José Federico Alberto de Jesús Tinoco Granados     ,1,,,.0010581,,,
Costa Rica,1918,José Federico Alberto de Jesús Tinoco Granados     ,,,,.054041453,,,
Costa Rica,1919,Francisco Ramón de Jesús Aguilar  Barquero,,,,.11503487,,,
Costa Rica,1920,Rafael Julio del Rosario Acosta García    ,,,,.11445381,,,
Costa Rica,1921,Rafael Julio del Rosario Acosta García    ,0,,,.032536093,,,
Costa Rica,1922,Rafael Julio del Rosario Acosta García    ,0,,,.014830755,,,
Costa Rica,1923,Rafael Julio del Rosario Acosta García    ,0,,,.019466598,,,
Costa Rica,1924,Romualdo Ricardo de Jesús Jiménez Oreamuno  ,0,,,.014245764,,,
Costa Rica,1925,Romualdo Ricardo de Jesús Jiménez Oreamuno  ,0,,,.0067448467,,,
Costa Rica,1926,Romualdo Ricardo de Jesús Jiménez Oreamuno  ,0,,,.0035566462,,,
Costa Rica,1927,Romualdo Ricardo de Jesús Jiménez Oreamuno  ,0,,,.0034761829,,,
Costa Rica,1928,Cleto de Jesús González Víquez    ,0,,,.0058340244,,,
Costa Rica,1929,Cleto de Jesús González Víquez    ,0,,,.0046171979,,,
Costa Rica,1930,Cleto de Jesús González Víquez    ,0,,,-.0045815506,,,
Costa Rica,1931,Cleto de Jesús González Víquez    ,0,,,-.0037602775,,,
Costa Rica,1932,Romualdo Ricardo de Jesús Jiménez Oreamuno ,0,,,-.0013740329,,,
Costa Rica,1933,Romualdo Ricardo de Jesús Jiménez Oreamuno ,0,,,-.0077631408,,,
Costa Rica,1934,Romualdo Ricardo de Jesús Jiménez Oreamuno ,0,,,-.0048135659,,,
Costa Rica,1935,Romualdo Ricardo de Jesús Jiménez Oreamuno ,0,,,-.0034225932,,,
Costa Rica,1936,León Luis Cortés Castro           ,0,,,.0019742316,,,
Costa Rica,1937,León Luis Cortés Castro           ,0,,,.0075858384,,,
Costa Rica,1938,León Luis Cortés Castro           ,0,,,.0083675487,,,
Costa Rica,1939,León Luis Cortés Castro           ,0,,,.0072556827,,,
Costa Rica,1940,Rafael Ángel del Socorro Calderón Guardia  ,0,,,.0053041913,,,
Costa Rica,1941,Rafael Ángel del Socorro Calderón Guardia  ,0,,,.0055763749,,,
Costa Rica,1942,Rafael Ángel del Socorro Calderón Guardia  ,0,,,.0027248221,,,
Costa Rica,1943,Rafael Ángel del Socorro Calderón Guardia  ,0,,,.0033359039,,,
Costa Rica,1944,Teodoro Picado Michalski          ,0,,,-.0012064452,,,
Costa Rica,1945,Teodoro Picado Michalski          ,0,25,,-.0039110426,,,16
Costa Rica,1946,Teodoro Picado Michalski          ,0,26,,-.0024150764,,,16
Costa Rica,1947,Teodoro Picado Michalski          ,0,27,,-.0050333212,,,16
Costa Rica,1948,José María Hipólito Figueres Ferrer      ,1,28,,-.0053850864,,,16
Costa Rica,1949,Luis Emilio Rafael de la Trinidad Otilio González Ulate y Blanco,,29,,-.0034660371,,,18
Costa Rica,1950,Luis Emilio Rafael de la Trinidad Otilio González Ulate y Blanco,0,1,,-.0041295798,,,18
Costa Rica,1951,Luis Emilio Rafael de la Trinidad Otilio González Ulate y Blanco,0,2,,-.0011784215,,,18
Costa Rica,1952,Luis Emilio Rafael de la Trinidad Otilio González Ulate y Blanco,0,3,,.013519027,,,18
Costa Rica,1953,José María Hipólito Figueres Ferrer       ,0,4,,.021805985,,,18
Costa Rica,1954,José María Hipólito Figueres Ferrer       ,0,5,,.015105709,,,18
Costa Rica,1955,José María Hipólito Figueres Ferrer       ,0,6,,.012360413,,,18
Costa Rica,1956,José María Hipólito Figueres Ferrer       ,0,7,,.012730961,,,18
Costa Rica,1957,José María Hipólito Figueres Ferrer       ,0,8,,.013670448,,,18
Costa Rica,1958,Mario José Echandi Jiménez        ,0,9,,.016218763,,,18
Costa Rica,1959,Mario José Echandi Jiménez        ,0,10,,.015124869,,,18
Costa Rica,1960,Mario José Echandi Jiménez        ,0,11,,.01668484,,,18
Costa Rica,1961,Mario José Echandi Jiménez        ,0,12,,.011852106,,,18
Costa Rica,1962,Francisco José Orlich Bolmarich   ,0,13,,.010494172,,50,18
Costa Rica,1963,Francisco José Orlich Bolmarich   ,0,14,,.0061913654,,49.439999,18
Costa Rica,1964,Francisco José Orlich Bolmarich   ,0,15,,.0087188473,,48.880001,18
Costa Rica,1965,Francisco José Orlich Bolmarich   ,0,16,,.015473409,.00032793541,48.32,18
Costa Rica,1966,José Joaquín Antonio Trejos Fernández        ,0,17,,.018545929,.00018078924,47.760002,18
Costa Rica,1967,José Joaquín Antonio Trejos Fernández        ,0,18,,.019014463,.00015203538,47.200001,18
Costa Rica,1968,José Joaquín Antonio Trejos Fernández        ,0,19,,.02048194,.00048598344,46.639999,18
Costa Rica,1969,José Joaquín Antonio Trejos Fernández        ,0,20,,.0241895,.00028139466,46.080002,18
Costa Rica,1970,José María Hipólito Figueres Ferrer      ,0,21,,.028416729,.0011548464,45.52,18
Costa Rica,1971,José María Hipólito Figueres Ferrer      ,0,22,,.036985811,.0018528653,44.960003,18
Costa Rica,1972,José María Hipólito Figueres Ferrer      ,0,23,12,.038261276,.00060726504,44.400002,18
Costa Rica,1973,José María Hipólito Figueres Ferrer      ,0,24,12,.042322937,.00052255963,45.333336,18
Costa Rica,1974,Porfirio Ricardo José Luis Daniel Oduber Quirós   ,0,25,12,.044725087,.00064857444,46.266666,18
Costa Rica,1975,Porfirio Ricardo José Luis Daniel Oduber Quirós   ,0,26,12,.038007103,.0005021941,47.200001,18
Costa Rica,1976,Porfirio Ricardo José Luis Daniel Oduber Quirós   ,0,27,12,.036246572,.00063703832,48.133335,18
Costa Rica,1977,Porfirio Ricardo José Luis Daniel Oduber Quirós   ,0,28,12,.039706912,.00073897594,49.066666,18
Costa Rica,1978,Rodrigo José Ramón Francisco de Jesús Carazo Odio   ,0,29,12,.037731413,.00050137739,50,18
Costa Rica,1979,Rodrigo José Ramón Francisco de Jesús Carazo Odio   ,0,30,12,.037020314,.00048404868,49.372501,18
Costa Rica,1980,Rodrigo José Ramón Francisco de Jesús Carazo Odio   ,0,31,12,.030223424,.0014566822,48.745003,18
Costa Rica,1981,Rodrigo José Ramón Francisco de Jesús Carazo Odio   ,0,32,12,.021065967,.0039144051,48.1175,18
Costa Rica,1982,Luis Alberto Monge Álvarez        ,0,33,12,.0055447607,.0039041934,47.490002,18
Costa Rica,1983,Luis Alberto Monge Álvarez        ,0,34,12,.00032161607,.0077256854,47.245003,18
Costa Rica,1984,Luis Alberto Monge Álvarez        ,0,35,12,.00052959635,.0073942128,47,18
Costa Rica,1985,Luis Alberto Monge Álvarez        ,0,36,12,-.00078718178,.0052139848,44.400002,18
Costa Rica,1986,Óscar Rafael de Jesús Arias Sánchez       ,0,37,12,-.00067490007,.0039793178,41.799999,18
Costa Rica,1987,Óscar Rafael de Jesús Arias Sánchez       ,0,38,12,-.0026703042,.0037679304,42,18
Costa Rica,1988,Óscar Rafael de Jesús Arias Sánchez       ,0,39,12,-.0049615023,.0027836293,43.966667,18
Costa Rica,1989,Óscar Rafael de Jesús Arias Sánchez       ,0,40,12,-.0046614357,.004084094,45.933334,18
Costa Rica,1990,Rafael Ángel Calderón Fournier    ,0,41,12,-.0013587053,.0038939556,47.900002,18
Costa Rica,1991,Rafael Ángel Calderón Fournier    ,0,42,12,.0036423937,.0026367914,47.599998,18
Costa Rica,1992,Rafael Ángel Calderón Fournier    ,0,43,12,.020012451,.0032014705,48.900002,18
Costa Rica,1993,Rafael Ángel Calderón Fournier    ,0,44,11,.024835557,.0039974526,48.099998,18
Costa Rica,1994,José María Figueres Olsen         ,0,45,11,.02375431,.0042528766,48.099998,18
Costa Rica,1995,José María Figueres Olsen         ,0,46,11,.026835458,.0056183897,48.900002,18
Costa Rica,1996,José María Figueres Olsen         ,0,47,11,.022267925,.0065168953,47.5,18
Costa Rica,1997,José María Figueres Olsen         ,0,48,11,.0211646,.0051125679,48.299999,18
Costa Rica,1998,Miguel Ángel Rodríguez Echeverría ,0,49,11,.02577677,.004937313,48.299999,18
Costa Rica,1999,Miguel Ángel Rodríguez Echeverría ,0,50,11,.029045386,.0044526453,48,18
Costa Rica,2000,Miguel Ángel Rodríguez Echeverría ,0,51,11,.027248777,.0055549974,50.099998,18
Costa Rica,2001,Miguel Ángel Rodríguez Echeverría ,0,52,11,.026106538,.0053634625,46.599998,18
Costa Rica,2002,Abel Pacheco de la Espriella      ,0,53,11,.020389972,.0060465606,49.959999,18
Costa Rica,2003,Abel Pacheco de la Espriella      ,0,54,11,.019904274,.0042148819,49.857498,18
Costa Rica,2004,Abel Pacheco de la Espriella      ,0,55,12,.020082578,.0039901976,49.755001,18
Costa Rica,2005,Abel Pacheco de la Espriella      ,0,56,12,.022818269,.0057941931,,18
Costa Rica,2006,Óscar Rafael de Jesús Arias Sánchez       ,0,57,12,.031541772,,,
Costa Rica,2007,Óscar Rafael de Jesús Arias Sánchez       ,0,58,12,.034863904,,,
Costa Rica,2008,Óscar Rafael de Jesús Arias Sánchez       ,0,59,12,.030374208,,,
Costa Rica,2009,Óscar Rafael de Jesús Arias Sánchez       ,0,60,12,.021942401,,,
Costa Rica,2010,Laura Chinchilla Miranda,0,61,12,.024939608,,,
Cuba,1900,Leonard Wood,,,,.1324648,,,
Cuba,1901,Leonard Wood,,,,.11671477,,,
Cuba,1902,Tomás Estrada Palma,,,,.10068,,,
Cuba,1903,Tomás Estrada Palma,,,,.094203159,,,
Cuba,1904,Tomás Estrada Palma,,,,.12688848,,,
Cuba,1905,Tomás Estrada Palma,,,,.12721479,,,
Cuba,1906,Charles Edward Magoon             ,,,,.10546475,,,
Cuba,1907,Charles Edward Magoon             ,,,,.080298185,,,
Cuba,1908,Charles Edward Magoon             ,,,,.076576397,,,
Cuba,1909,José Miguel Gómez y Gómez         ,,,,.084434554,,,
Cuba,1910,José Miguel Gómez y Gómez         ,,,,.076577879,,,
Cuba,1911,José Miguel Gómez y Gómez         ,,,,.08025261,,,
Cuba,1912,José Miguel Gómez y Gómez         ,,,,.079157151,,,
Cuba,1913,Aurelio Mario Gabriel Francisco García Menocal y Deop    ,,,,.059768271,,,
Cuba,1914,Aurelio Mario Gabriel Francisco García Menocal y Deop    ,,,,.04383352,,,
Cuba,1915,Aurelio Mario Gabriel Francisco García Menocal y Deop    ,,,,.041384585,,,
Cuba,1916,Aurelio Mario Gabriel Francisco García Menocal y Deop    ,,,,.04294952,,,
Cuba,1917,Aurelio Mario Gabriel Francisco García Menocal y Deop    ,,,,.032498486,,,
Cuba,1918,Aurelio Mario Gabriel Francisco García Menocal y Deop    ,,,,.015097488,,,
Cuba,1919,Aurelio Mario Gabriel Francisco García Menocal y Deop    ,,,,.0028961832,,,
Cuba,1920,Aurelio Mario Gabriel Francisco García Menocal y Deop    ,,,,.0061167069,,,
Cuba,1921,Alfredo Zayas y Alfonso           ,,,,-.016214101,,,
Cuba,1922,Alfredo Zayas y Alfonso           ,,,,-.015110773,,,
Cuba,1923,Alfredo Zayas y Alfonso           ,,,,.0067900415,,,
Cuba,1924,Alfredo Zayas y Alfonso           ,,,,-.0022369861,,,
Cuba,1925,Gerardo Machado y Morales         ,,,,-.025362665,,,
Cuba,1926,Gerardo Machado y Morales         ,,,,-.031887416,,,
Cuba,1927,Gerardo Machado y Morales         ,,,,-.012954858,,,
Cuba,1928,Gerardo Machado y Morales         ,,,,-.00083348242,,,
Cuba,1929,Gerardo Machado y Morales         ,,,,-.0081953909,,,
Cuba,1930,Gerardo Machado y Morales         ,,,,-.024962459,,,
Cuba,1931,Gerardo Machado y Morales         ,,,,-.033947907,,,
Cuba,1932,Gerardo Machado y Morales         ,,,,-.062079091,,,
Cuba,1933,Ramón Grau San Martín,,,,-.06586308,,,
Cuba,1934,Carlos Mendieta y Montefur        ,,,,-.013556459,,,
Cuba,1935,José Agripino Barnet y Vinageras  ,,,,-.014579243,,,
Cuba,1936,Federico Laredo Brú               ,,,,.007611318,,,
Cuba,1937,Federico Laredo Brú               ,,,,.021823024,,,
Cuba,1938,Federico Laredo Brú               ,,,,-.0012596513,,,
Cuba,1939,Federico Laredo Brú               ,,,,.0066989562,,,
Cuba,1940,Rubén Fulgencio Batista y Zaldívar,,,,-.14383048,,,
Cuba,1941,Rubén Fulgencio Batista y Zaldívar,0,,,.089845248,,,
Cuba,1942,Rubén Fulgencio Batista y Zaldívar,0,,,.0019696604,,,
Cuba,1943,Rubén Fulgencio Batista y Zaldívar,0,,,.024330316,,,
Cuba,1944,Ramón Grau San Martín,0,,,.045691308,,,
Cuba,1945,Ramón Grau San Martín,0,1,,.11007086,,,16
Cuba,1946,Ramón Grau San Martín,0,2,,.095385209,,,16
Cuba,1947,Ramón Grau San Martín,0,3,,.10158729,,,16
Cuba,1948,Carlos Prío Socarrás              ,0,4,,.055001475,,,16
Cuba,1949,Carlos Prío Socarrás              ,0,5,,.056319185,,,16
Cuba,1950,Carlos Prío Socarrás              ,0,6,,.054691166,,,16
Cuba,1951,Carlos Prío Socarrás              ,0,7,,.055776589,,,16
Cuba,1952,Rubén Fulgencio Batista y Zaldívar,1,8,,.051163979,,,16
Cuba,1953,Rubén Fulgencio Batista y Zaldívar,,1,,-.062341645,,,16
Cuba,1954,Rubén Fulgencio Batista y Zaldívar,,2,,-.031604223,,,16
Cuba,1955,Rubén Fulgencio Batista y Zaldívar,,3,,-.017559102,,,16
Cuba,1956,Rubén Fulgencio Batista y Zaldívar,,4,,-.00010891029,,,16
Cuba,1957,Rubén Fulgencio Batista y Zaldívar,,5,,.020221874,,,16
Cuba,1958,Rubén Fulgencio Batista y Zaldívar,,6,,.014767941,,,16
Cuba,1959,Osvaldo Dorticós Torrado          ,,7,,-.0027380378,,,
Cuba,1960,Osvaldo Dorticós Torrado          ,,1,,-.066251561,,,
Cuba,1961,Osvaldo Dorticós Torrado          ,,2,,-.044484511,,,
Cuba,1962,Osvaldo Dorticós Torrado          ,,3,,-.033825874,,,
Cuba,1963,Osvaldo Dorticós Torrado          ,,4,,-.028473029,,,
Cuba,1964,Osvaldo Dorticós Torrado          ,,5,,-.025577255,,,
Cuba,1965,Osvaldo Dorticós Torrado          ,,6,,-.023420397,,,
Cuba,1966,Osvaldo Dorticós Torrado          ,,7,,-.016531991,,,
Cuba,1967,Osvaldo Dorticós Torrado          ,,8,,-.0040413071,,,
Cuba,1968,Osvaldo Dorticós Torrado          ,,9,,-.011106169,,,
Cuba,1969,Osvaldo Dorticós Torrado          ,,10,,-.0014150888,,,
Cuba,1970,Osvaldo Dorticós Torrado          ,,11,,.012830935,,,
Cuba,1971,Osvaldo Dorticós Torrado          ,,12,,.018531367,,,
Cuba,1972,Osvaldo Dorticós Torrado          ,,13,0,.021111861,,,
Cuba,1973,Osvaldo Dorticós Torrado          ,,14,0,.02539273,,,
Cuba,1974,Osvaldo Dorticós Torrado          ,,15,0,.027481537,,,
Cuba,1975,Osvaldo Dorticós Torrado          ,,16,0,.035150256,,,
Cuba,1976,Fidel Alejandro Castro Ruz        ,,17,1,.03524458,,,
Cuba,1977,Fidel Alejandro Castro Ruz        ,,18,2,.033743877,,,
Cuba,1978,Fidel Alejandro Castro Ruz        ,,19,2,.04725787,,,
Cuba,1979,Fidel Alejandro Castro Ruz        ,,20,2,.05177943,,,
Cuba,1980,Fidel Alejandro Castro Ruz        ,,21,2,.034137599,,,
Cuba,1981,Fidel Alejandro Castro Ruz        ,,22,2,.043032825,,,
Cuba,1982,Fidel Alejandro Castro Ruz        ,,23,2,.04894767,,,
Cuba,1983,Fidel Alejandro Castro Ruz        ,,24,2,.048680875,,,
Cuba,1984,Fidel Alejandro Castro Ruz        ,,25,2,.050024837,,,
Cuba,1985,Fidel Alejandro Castro Ruz        ,,26,2,.062896088,,,
Cuba,1986,Fidel Alejandro Castro Ruz        ,,27,2,.060813852,,,
Cuba,1987,Fidel Alejandro Castro Ruz        ,,28,2,.052711286,,,
Cuba,1988,Fidel Alejandro Castro Ruz        ,,29,1,.047998097,,,
Cuba,1989,Fidel Alejandro Castro Ruz        ,,30,0,.046014763,,,
Cuba,1990,Fidel Alejandro Castro Ruz        ,,31,0,.044877306,,,
Cuba,1991,Fidel Alejandro Castro Ruz        ,,32,0,.025215879,,,
Cuba,1992,Fidel Alejandro Castro Ruz        ,,33,0,.0036012512,,,
Cuba,1993,Fidel Alejandro Castro Ruz        ,,34,0,-.014381018,,,
Cuba,1994,Fidel Alejandro Castro Ruz        ,,35,0,-.015475011,,,
Cuba,1995,Fidel Alejandro Castro Ruz        ,,36,0,-.034608897,,,
Cuba,1996,Fidel Alejandro Castro Ruz        ,,37,0,-.030784022,,,
Cuba,1997,Fidel Alejandro Castro Ruz        ,,38,0,-.030959263,,,
Cuba,1998,Fidel Alejandro Castro Ruz        ,,39,0,-.031052105,,,
Cuba,1999,Fidel Alejandro Castro Ruz        ,,40,0,-.024644846,,,
Cuba,2000,Fidel Alejandro Castro Ruz        ,,41,0,-.015007061,,,
Cuba,2001,Fidel Alejandro Castro Ruz        ,,42,0,-.0071572969,,,
Cuba,2002,Fidel Alejandro Castro Ruz        ,,43,0,.0076685757,,,
Cuba,2003,Fidel Alejandro Castro Ruz        ,,44,0,.025898179,,,
Cuba,2004,Fidel Alejandro Castro Ruz        ,,45,0,.029785365,,,
Cuba,2005,Fidel Alejandro Castro Ruz        ,,46,0,.040986605,,,
Cuba,2006,Raúl Modesto Castro Ruz,,47,0,.048495308,,,
Cuba,2007,Raúl Modesto Castro Ruz,,48,0,.056159891,,,
Cuba,2008,Raúl Modesto Castro Ruz,,49,1,.061023246,,,
Cuba,2009,Raúl Modesto Castro Ruz,,50,1,.061015427,,,
Cuba,2010,Raúl Modesto Castro Ruz,,51,1,.063471638,,,
Dominican Republic,1900,Juan Isidro Jimenes Pereyra       ,,,,.077180207,,,
Dominican Republic,1901,Juan Isidro Jimenes Pereyra       ,,,,.078238375,,,
Dominican Republic,1902,Horacio Vásquez Lajara,,,,.079267785,,,
Dominican Republic,1903,Carlos Felipe Morales Languasco   ,,,,.076680735,,,
Dominican Republic,1904,Carlos Felipe Morales Languasco   ,,,,.076211959,,,
Dominican Republic,1905,Ramón Cáceres Vásquez             ,,,,.077532932,,,
Dominican Republic,1906,Ramón Cáceres Vásquez             ,,,,.078994215,,,
Dominican Republic,1907,Ramón Cáceres Vásquez             ,,,,.079285763,,,
Dominican Republic,1908,Ramón Cáceres Vásquez             ,,,,.076755412,,,
Dominican Republic,1909,Ramón Cáceres Vásquez             ,,,,.077597015,,,
Dominican Republic,1910,Ramón Cáceres Vásquez             ,,,,.081233047,,,
Dominican Republic,1911,Eladio Victoria Victoria          ,,,,.083529241,,,
Dominican Republic,1912,"Adolfo Alejandro Nouel y Bobadilla, Arzobispo",,,,.083527751,,,
Dominican Republic,1913,José Bordas Valdés,,,,.081589095,,,
Dominican Republic,1914,Juan Isidro Jimenes Pereyra       ,,,,.079099268,,,
Dominican Republic,1915,Juan Isidro Jimenes Pereyra       ,,,,.081186317,,,
Dominican Republic,1916,Harry Shepard Knapp               ,,,,.086785182,,,
Dominican Republic,1917,Harry Shepard Knapp               ,,,,.09132833,,,
Dominican Republic,1918,Benjamin Hebard Fuller            ,,,,.09256348,,,
Dominican Republic,1919,"Thomas Snowden, Jr. ",,,,.10125354,,,
Dominican Republic,1920,"Thomas Snowden, Jr. ",,,,.1056358,,,
Dominican Republic,1921,Samuel S. Robinson                ,,,,.095962614,,,
Dominican Republic,1922,Juan Bautista Vicini Burgos       ,,,,.088983215,,,
Dominican Republic,1923,Juan Bautista Vicini Burgos       ,,,,.095619872,,,
Dominican Republic,1924,Horacio Vásquez Lajara,,,,.14133582,,,
Dominican Republic,1925,Horacio Vásquez Lajara,0,,,.11044122,,,
Dominican Republic,1926,Horacio Vásquez Lajara,0,,,.096732467,,,
Dominican Republic,1927,Horacio Vásquez Lajara,0,,,.092997842,,,
Dominican Republic,1928,Horacio Vásquez Lajara,1,,,.065785795,,,
Dominican Republic,1929,Horacio Vásquez Lajara,,,,.03895843,,,
Dominican Republic,1930,Rafael Leonidas Trujillo y Molina ,,,,.026423596,,,
Dominican Republic,1931,Rafael Leonidas Trujillo y Molina ,,,,.021377923,,,
Dominican Republic,1932,Rafael Leonidas Trujillo y Molina ,,,,.023167433,,,
Dominican Republic,1933,Rafael Leonidas Trujillo y Molina ,,,,.031259727,,,
Dominican Republic,1934,Rafael Leonidas Trujillo y Molina ,,,,.037270885,,,
Dominican Republic,1935,Rafael Leonidas Trujillo y Molina ,,,,.042381365,,,
Dominican Republic,1936,Rafael Leonidas Trujillo y Molina ,,,,.045999262,,,
Dominican Republic,1937,Rafael Leonidas Trujillo y Molina ,,,,.048420727,,,
Dominican Republic,1938,Jacinto Bienvenido Peynado y Peynado,,,,.047373727,,,
Dominican Republic,1939,Jacinto Bienvenido Peynado y Peynado,,,,.05113693,,,
Dominican Republic,1940,Manuel de Jesús Troncoso de la Concha        ,,,,.055058535,,,
Dominican Republic,1941,Manuel de Jesús Troncoso de la Concha        ,,,,.055718742,,,
Dominican Republic,1942,Rafael Leonidas Trujillo y Molina ,,,,.05438026,,,
Dominican Republic,1943,Rafael Leonidas Trujillo y Molina ,,,,.05073566,,,
Dominican Republic,1944,Rafael Leonidas Trujillo y Molina ,,,,.042304546,,,
Dominican Republic,1945,Rafael Leonidas Trujillo y Molina ,,15,,.033243772,,,16
Dominican Republic,1946,Rafael Leonidas Trujillo y Molina ,,16,,.025098413,,,16
Dominican Republic,1947,Rafael Leonidas Trujillo y Molina ,,17,,.023683494,,,16
Dominican Republic,1948,Rafael Leonidas Trujillo y Molina ,,18,,.025387485,,,16
Dominican Republic,1949,Rafael Leonidas Trujillo y Molina ,,19,,.024647346,,,16
Dominican Republic,1950,Rafael Leonidas Trujillo y Molina ,,20,,.013289823,,,16
Dominican Republic,1951,Rafael Leonidas Trujillo y Molina ,,21,,.0048824726,,,16
Dominican Republic,1952,Héctor Bienvenido Trujillo y Molina         ,,22,,.006269651,,,16
Dominican Republic,1953,Héctor Bienvenido Trujillo y Molina         ,,23,,.0038802922,,,16
Dominican Republic,1954,Héctor Bienvenido Trujillo y Molina         ,,24,,.0052896659,,,16
Dominican Republic,1955,Héctor Bienvenido Trujillo y Molina         ,,25,,.0088251866,,,16
Dominican Republic,1956,Héctor Bienvenido Trujillo y Molina         ,,26,,.013414337,,,16
Dominican Republic,1957,Héctor Bienvenido Trujillo y Molina         ,,27,,.010646163,,,16
Dominican Republic,1958,Héctor Bienvenido Trujillo y Molina         ,,28,,.0045401561,,,16
Dominican Republic,1959,Héctor Bienvenido Trujillo y Molina         ,,29,,.001240493,,,16
Dominican Republic,1960,Joaquín Antonio Balaguer Ricardo  ,,30,,.0072098994,,,16
Dominican Republic,1961,Joaquín Antonio Balaguer Ricardo  ,,31,,.0087901521,,,16
Dominican Republic,1962,Rafael Filiberto Bonnelly Fondeur ,,32,,.018904995,,,17
Dominican Republic,1963,Donald Joseph Reid Cabral (Triumvirate),,33,,.020796463,,,17
Dominican Republic,1964,Donald Joseph Reid Cabral (Triumvirate),,1,,.031791974,,,17
Dominican Republic,1965,Héctor Federico García Godoy Cáceres     ,,2,,-.029645899,,,17
Dominican Republic,1966,Joaquín Antonio Balaguer Ricardo  ,,3,,.0026082743,,,16
Dominican Republic,1967,Joaquín Antonio Balaguer Ricardo  ,,1,,.050573483,,,16
Dominican Republic,1968,Joaquín Antonio Balaguer Ricardo  ,,2,,.02453357,,,16
Dominican Republic,1969,Joaquín Antonio Balaguer Ricardo  ,,3,,.037526783,,,16
Dominican Republic,1970,Joaquín Antonio Balaguer Ricardo  ,,4,,.059717979,,49.279999,16
Dominican Republic,1971,Joaquín Antonio Balaguer Ricardo  ,,5,,.062720291,,48.880665,16
Dominican Republic,1972,Joaquín Antonio Balaguer Ricardo  ,,6,9,.064301126,,48.481331,16
Dominican Republic,1973,Joaquín Antonio Balaguer Ricardo  ,,7,9,.06862206,,48.082001,16
Dominican Republic,1974,Joaquín Antonio Balaguer Ricardo  ,,8,8,.064610086,.0068976437,47.682667,16
Dominican Republic,1975,Joaquín Antonio Balaguer Ricardo  ,,9,8,.060687583,.005226797,47.283333,16
Dominican Republic,1976,Joaquín Antonio Balaguer Ricardo  ,,10,7,.054861363,.0047884397,46.883999,16
Dominican Republic,1977,Joaquín Antonio Balaguer Ricardo  ,,11,8,.057158556,.0057262257,46.484665,16
Dominican Republic,1978,Silvestre Antonio Guzmán Fernández,,12,10,.059664328,.0058509074,46.085335,16
Dominican Republic,1979,Silvestre Antonio Guzmán Fernández,0,1,9,.0093393875,.0047015175,45.686001,16
Dominican Republic,1980,Silvestre Antonio Guzmán Fernández,0,2,9,.024535319,.0055600349,45.286667,16
Dominican Republic,1981,Silvestre Antonio Guzmán Fernández,0,3,9,.023156367,.0037886682,44.887333,16
Dominican Republic,1982,Salvador Jorge Blanco ,0,4,11,.017318329,.0016299232,44.487999,16
