state_code,state,year,homicide_rate,gini,population_extreme_poverty
17,Tocantins,1993,9.58559316268638,0.5334870776,297083
17,Tocantins,1994,10.6989330337677,NA,NA
17,Tocantins,1995,7.44793151080679,0.6316845229,343311
17,Tocantins,1996,12.2062629572376,0.6379397278,332631
17,Tocantins,1997,11.1959391125957,0.6253016191,350815
17,Tocantins,1998,12.0959807041965,0.613800816,301368
17,Tocantins,1999,13.0410378551457,0.5580211104,285253
17,Tocantins,2000,15.3833123901312,NA,NA
17,Tocantins,2001,18.6520713505044,0.5991818604,262593
17,Tocantins,2002,14.9129086136956,0.5594293698,263764
17,Tocantins,2003,18.2898873993264,0.5660647346,269098
17,Tocantins,2004,16.3573922646333,0.5506102414,231437
17,Tocantins,2005,15.4705339938173,0.5351824045,196221
17,Tocantins,2006,17.7118270725274,0.5216510986,171458
17,Tocantins,2007,16.4840542531515,0.5462863625,173268
17,Tocantins,2008,18.1177953454456,0.5437508819,134273
17,Tocantins,2009,21.8255611374995,0.523315206,113423
